Date	Month	Channel	Owner	Brand	Pack Size	Pack Type	SKU	Price Tier	Unit Sales	Sales Value	Distribution	Cost of Sales	Price	Gross Profit	Indirect Costs	Operating Profit	Unit Sales Monthly Change	Sales Value Monthly Change	Distribution Monthly Change	Cost of Sales Monthly Change	Price Monthly Change	Gross Profit Monthly Change	Indirect Costs Monthly Change	Operating Profit Monthly Change
01/05/2011	May-11	Supermarkets	Black Mesa	Iota	12	Giftset	Iota 12 Pack Giftset	Regular	546	51266	18.94	130.25	93.89	51135.75	47742.39	3393.36	-335	-27020	-2.9	-68.64	5.03	-26951.36	-25162.78	-1788.58
01/05/2011	May-11	Supermarkets	Black Mesa	Iota	12	Standard	Iota 12 Pack Standard	Regular	570	50647	22.01	128.67	88.85	50518.33	47165.75	3352.58	-165	-14850	3.75	-37.73	-0.26	-14812.27	-13829.94	-982.33
01/05/2011	May-11	Supermarkets	Black Mesa	Lambda	8	Standard	Lambda 8 Pack Standard	Budget	383	24233	12.31	61.57	63.27	24171.43	22567.33	1604.1	-163	-10475	0.5	-26.61	-0.3	-10448.39	-9755.44	-692.95
01/05/2011	May-11	Supermarkets	Black Mesa	Lambda	12	Standard	Lambda 12 Pack Standard	Budget	1996	119576	35.52	303.79	59.91	119272.21	111357.58	7914.63	-775	-44014	-0.09	-111.83	0.87	-43902.17	-40989.17	-2913
01/05/2011	May-11	Supermarkets	Black Mesa	Mu	12	Standard	Mu 12 Pack Standard	Premium	546	86290	19.64	219.23	158.04	86070.77	80359.63	5711.14	-72	-9333	0.91	-23.71	3.31	-9309.29	-8691	-618.29
01/05/2011	May-11	Supermarkets	Black Mesa	Theta	6	Standard	Theta 6 Pack Standard	Regular	257	25863	10.86	65.71	100.63	25797.29	24085.48	1711.81	-96	-9728	1.48	-24.72	-0.19	-9703.28	-9059.79	-643.49
01/05/2011	May-11	Supermarkets	Black Mesa	Theta	8	Standard	Theta 8 Pack Standard	Regular	1452	135512	32.77	344.29	93.33	135167.71	126198.88	8968.83	-117	-10431	3.74	-26.49	0.31	-10404.51	-9714.1	-690.41
01/05/2011	May-11	Supermarkets	Black Mesa	Theta	12	Deluxe	Theta 12 Pack Deluxe	Regular	277	25370	11.29	64.45	91.59	25305.55	23626.18	1679.37	-115	-8928	0.04	-22.69	4.1	-8905.31	-8314.39	-590.92
01/05/2011	May-11	Supermarkets	Black Mesa	Theta	12	Giftset	Theta 12 Pack Giftset	Regular	1996	183542	27.08	466.31	91.95	183075.69	170927.86	12147.83	-322	-29497	1.63	-74.94	0.04	-29422.06	-27469.35	-1952.71
01/05/2011	May-11	Supermarkets	Black Mesa	Theta	12	Standard	Theta 12 Pack Standard	Regular	31980	1957504	79.39	4973.24	61.21	1952530.76	1822968.47	129562.29	-35353	-1916125	-15.65	-4868.12	3.68	-1911256.88	-1784433.38	-126823.5
01/05/2011	May-11	Supermarkets	Black Mesa	Theta	18	Standard	Theta 18 Pack Standard	Regular	13060	814326	40.2	2068.88	62.35	812257.12	758358.85	53898.27	-12656	-720959	-0.96	-1831.67	2.65	-719127.33	-671408.6	-47718.73
01/05/2011	May-11	Supermarkets	LexCorp	Gamma	12	Standard	Gamma 12 Pack Standard	Budget	1434	98656	31.84	250.64	68.8	98405.36	91875.74	6529.62	-815	-47002	-2.12	-119.42	4.03	-46882.58	-43771.82	-3110.76
01/05/2011	May-11	Supermarkets	MomCorp	Alpha	12	Standard	Alpha 12 Pack Standard	Regular	1623	136418	37.44	346.58	84.05	136071.42	127042.61	9028.81	-1989	-155871	10.3	-396.01	3.13	-155474.99	-145158.27	-10316.72
01/05/2011	May-11	Supermarkets	MomCorp	Alpha	18	Standard	Alpha 18 Pack Standard	Regular	340	27176	7.34	69.04	79.93	27106.96	25308.62	1798.34	-201	-13249	0.58	-33.66	5.21	-13215.34	-12338.04	-877.3
01/05/2011	May-11	Supermarkets	Rekall	Beta	8	Standard	Beta 8 Pack Standard	Premium	944	117811	26.37	299.31	124.8	117511.69	109713.69	7798	110	13461	2.99	34.2	-0.32	13426.8	12535.85	890.95
01/05/2011	May-11	Supermarkets	Rekall	Beta	12	Deluxe	Beta 12 Pack Deluxe	Premium	187	23425	6.29	59.51	125.27	23365.49	21815.23	1550.26	-85	-9775	-0.66	-24.84	3.21	-9750.16	-9102.81	-647.35
01/05/2011	May-11	Supermarkets	Rekall	Beta	12	Giftset	Beta 12 Pack Giftset	Premium	1364	172515	23.97	438.29	126.48	172076.71	160658.35	11418.36	-341	-33385	-0.07	-84.82	5.72	-33300.18	-31090.7	-2209.48
01/05/2011	May-11	Supermarkets	Rekall	Beta	12	Standard	Beta 12 Pack Standard	Premium	3483	387374	42.45	984.16	111.22	386389.84	360750.3	25639.54	-980	-89820	1.45	-228.2	4.3	-89591.8	-83646.83	-5944.97
01/05/2011	May-11	Supermarkets	Rekall	Beta	18	Standard	Beta 18 Pack Standard	Premium	2254	226100	32.58	574.43	100.31	225525.57	210560.93	14964.64	-1089	-91125	0.6	-231.51	5.42	-90893.49	-84862.14	-6031.35
01/05/2011	May-11	Supermarkets	Rekall	Beta	60	Standard	Beta 60 Pack Standard	Premium	166	20480	3.16	52.03	123.37	20427.97	19072.82	1355.15	48	5895	1.35	14.97	-0.23	5880.03	5490.41	389.62
01/05/2011	May-11	Supermarkets	Stark Ind	Omega	12	Standard	Omega 12 Pack Standard	Budget	572	34367	17.56	87.31	60.08	34279.69	32004.83	2274.86	-72	-2609	3.79	-6.63	2.66	-2602.37	-2429.5	-172.87
01/05/2011	May-11	Supermarkets	Tyrell Corp	Kappa	8	Standard	Kappa 8 Pack Standard	Regular	623	54437	22.96	138.3	87.38	54298.7	50695.46	3603.24	-59	-5460	1.68	-13.87	-0.45	-5446.13	-5084.75	-361.38
01/05/2011	May-11	Supermarkets	Tyrell Corp	Kappa	12	Standard	Kappa 12 Pack Standard	Regular	3194	240178	33.62	610.19	75.2	239567.81	223670.63	15897.18	-1169	-77041	2.29	-195.74	2.49	-76845.26	-71746.86	-5098.4
01/05/2011	May-11	Supermarkets	Tyrell Corp	Kappa	18	Standard	Kappa 18 Pack Standard	Regular	1633	101210	20.39	257.14	61.98	100952.86	94254.39	6698.47	-3058	-173091	-7.59	-439.75	3.51	-172651.25	-161194.21	-11457.04
01/05/2011	May-11	Supermarkets	Wayne Ent	Pi	12	Giftset	Pi 12 Pack Giftset	Regular	167	14618	6.3	37.14	87.53	14580.86	13613.71	967.15	-72	-5838	0.04	-14.83	1.94	-5823.17	-5436.76	-386.41
01/06/2011	Jun-11	Hypermarkets	Aperture	Delta	12	Standard	Delta 12 Pack Standard	Budget	2358	122869	96.17	312.16	52.11	122556.84	114424.62	8132.22	-6058	-264660	0.37	-672.4	6.06	-263987.6	-246470.4	-17517.2
01/06/2011	Jun-11	Hypermarkets	Aperture	Eta	12	Standard	Eta 12 Pack Standard	Budget	677	29842	16.55	75.82	44.08	29766.18	27791.2	1974.98	42	1838	1.15	4.67	-0.02	1833.33	1712.05	121.28
01/06/2011	Jun-11	Hypermarkets	Aperture	Omicron	8	Standard	Omicron 8 Pack Standard	Regular	590	51025	94.77	129.64	86.48	50895.36	47517.77	3377.59	-128	-10303	-2.79	-26.17	1.06	-10276.83	-9595.08	-681.75
01/06/2011	Jun-11	Hypermarkets	Aperture	Omicron	12	Deluxe	Omicron 12 Pack Deluxe	Regular	915	72220	91.33	183.48	78.93	72036.52	67256.08	4780.44	130	7659	-2.33	19.46	-3.31	7639.54	7132.61	506.93
01/06/2011	Jun-11	Hypermarkets	Aperture	Omicron	12	Giftset	Omicron 12 Pack Giftset	Regular	3837	316565	99.64	804.27	82.5	315760.73	294808.43	20952.3	1060	84088	-0.1	213.64	-1.22	83874.36	78308.97	5565.39
01/06/2011	Jun-11	Hypermarkets	Aperture	Omicron	12	Standard	Omicron 12 Pack Standard	Regular	8597	590416	99.79	1500.01	68.68	588915.99	549837.4	39078.59	4140	269933	0.66	685.79	-3.23	269247.21	251380.25	17866.96
01/06/2011	Jun-11	Hypermarkets	Aperture	Omicron	18	Standard	Omicron 18 Pack Standard	Regular	15096	916467	98.96	2328.38	60.71	914138.62	853479.88	60658.74	4131	239683	-0.98	608.94	-1.01	239074.06	223210.2	15863.86
01/06/2011	Jun-11	Hypermarkets	Aperture	Sigma	12	Giftset	Sigma 12 Pack Giftset	Premium	1034	159158	93.6	404.36	153.92	158753.64	148219.73	10533.91	214	27938	-1.54	70.98	-6.1	27867.02	26018.25	1848.77
01/06/2011	Jun-11	Hypermarkets	Aperture	Sigma	12	Standard	Sigma 12 Pack Standard	Premium	724	102111	91.36	259.42	141.04	101851.58	95093.09	6758.49	30	1958	-3.69	4.97	-3.27	1953.03	1823.24	129.79
01/06/2011	Jun-11	Hypermarkets	Aperture	Tau	12	Standard	Tau 12 Pack Standard	Regular	977	65244	94.42	165.76	66.78	65078.24	60759.89	4318.35	-29	-265	15.3	-0.67	1.66	-264.33	-246.42	-17.91
01/06/2011	Jun-11	Hypermarkets	Black Mesa	Epsilon	12	Standard	Epsilon 12 Pack Standard	Budget	1015	53945	79.17	137.05	53.15	53807.95	50237.27	3570.68	132	7252	-0.68	18.42	0.27	7233.58	6753.21	480.37
01/06/2011	Jun-11	Hypermarkets	Black Mesa	Iota	12	Giftset	Iota 12 Pack Giftset	Regular	698	63664	88.45	161.74	91.21	63502.26	59288.12	4214.14	149	12992	-3.62	33	-1.09	12959	12098.34	860.66
01/06/2011	Jun-11	Hypermarkets	Black Mesa	Iota	12	Standard	Iota 12 Pack Standard	Regular	998	82741	94.83	210.21	82.91	82530.79	77053.99	5476.8	-126	-8907	-1.81	-22.63	1.37	-8884.37	-8295.39	-588.98
01/06/2011	Jun-11	Hypermarkets	Black Mesa	Lambda	8	Standard	Lambda 8 Pack Standard	Budget	835	50775	68.69	129	60.81	50646	47285.33	3360.67	164	10007	-2.01	25.43	0.05	9981.57	9319.61	661.96
01/06/2011	Jun-11	Hypermarkets	Black Mesa	Lambda	12	Standard	Lambda 12 Pack Standard	Budget	2866	158945	98.49	403.82	55.46	158541.18	148020.81	10520.37	-40	-1975	-0.64	-5.01	0.08	-1969.99	-1839.45	-130.54
01/06/2011	Jun-11	Hypermarkets	Black Mesa	Mu	12	Standard	Mu 12 Pack Standard	Premium	156	24442	36.98	62.09	156.68	24379.91	22761.77	1618.14	51	8310	-5.13	21.1	3.04	8288.9	7738.31	550.59
01/06/2011	Jun-11	Hypermarkets	Black Mesa	Theta	6	Standard	Theta 6 Pack Standard	Regular	161	16024	21.07	40.71	99.53	15983.29	14922.32	1060.97	2	216	-0.32	0.55	0.11	215.45	200.59	14.86
01/06/2011	Jun-11	Hypermarkets	Black Mesa	Theta	8	Standard	Theta 8 Pack Standard	Regular	738	64907	98.85	164.9	87.95	64742.1	60445.87	4296.23	107	9181	0.02	23.32	-0.36	9157.68	8549.63	608.05
01/06/2011	Jun-11	Hypermarkets	Black Mesa	Theta	12	Deluxe	Theta 12 Pack Deluxe	Regular	686	60092	89.27	152.67	87.6	59939.33	55961.8	3977.53	56	6124	9.62	15.56	1.94	6108.44	5702.74	405.7
01/06/2011	Jun-11	Hypermarkets	Black Mesa	Theta	12	Giftset	Theta 12 Pack Giftset	Regular	3643	310928	97.19	789.94	85.35	310138.06	289558.3	20579.76	459	40933	-1.68	103.99	0.55	40829.01	38119.38	2709.63
01/06/2011	Jun-11	Hypermarkets	Black Mesa	Theta	12	Standard	Theta 12 Pack Standard	Regular	5586	398140	98.33	1011.52	71.27	397128.48	370776.19	26352.29	-325	-21617	-1.38	-54.91	0.26	-21562.09	-20131.67	-1430.42
01/06/2011	Jun-11	Hypermarkets	Black Mesa	Theta	18	Standard	Theta 18 Pack Standard	Regular	26830	1606084	99.79	4080.42	59.86	1602003.58	1495700.38	106303.2	641	50025	-0.15	127.09	0.44	49897.91	46586.31	3311.6
01/06/2011	Jun-11	Hypermarkets	LexCorp	Gamma	12	Standard	Gamma 12 Pack Standard	Budget	3630	212218	98.04	539.16	58.46	211678.84	197632.27	14046.57	1442	80087	2.81	203.47	-1.93	79883.53	74582.58	5300.95
01/06/2011	Jun-11	Hypermarkets	MomCorp	Alpha	12	Standard	Alpha 12 Pack Standard	Regular	967	77920	55.75	197.96	80.58	77722.04	72564.89	5157.15	393	27781	-3.63	70.57	-6.77	27710.43	25871.86	1838.57
01/06/2011	Jun-11	Hypermarkets	MomCorp	Alpha	18	Standard	Alpha 18 Pack Standard	Regular	1480	112559	92.22	285.97	76.05	112273.03	104823.4	7449.63	134	9921	-0.82	25.21	-0.2	9895.79	9239.71	656.08
01/06/2011	Jun-11	Hypermarkets	Rekall	Beta	8	Standard	Beta 8 Pack Standard	Premium	947	108868	99.06	276.59	114.96	108591.41	101385.33	7206.08	27	4669	0.13	11.86	1.7	4657.14	4347.74	309.4
01/06/2011	Jun-11	Hypermarkets	Rekall	Beta	12	Deluxe	Beta 12 Pack Deluxe	Premium	91	11217	12.72	28.5	123.26	11188.5	10446.07	742.43	-5	-523	-7.36	-1.33	0.97	-521.67	-487.25	-34.42
01/06/2011	Jun-11	Hypermarkets	Rekall	Beta	12	Giftset	Beta 12 Pack Giftset	Premium	3212	365439	96.68	928.43	113.77	364510.57	340323.04	24187.53	599	69157	1.38	175.69	0.38	68981.31	64403.6	4577.71
01/06/2011	Jun-11	Hypermarkets	Rekall	Beta	12	Standard	Beta 12 Pack Standard	Premium	3340	350146	98.87	889.58	104.83	349256.42	326080.72	23175.7	179	21303	-0.57	54.12	0.8	21248.88	19838.88	1410
01/06/2011	Jun-11	Hypermarkets	Rekall	Beta	18	Standard	Beta 18 Pack Standard	Premium	3850	375265	98.32	953.4	97.47	374311.6	349473.9	24837.7	-489	-30312	1.3	-77.01	4	-30234.99	-28228.71	-2006.28
01/06/2011	Jun-11	Hypermarkets	Rekall	Beta	60	Standard	Beta 60 Pack Standard	Premium	896	92659	45.97	235.41	103.41	92423.59	86290.34	6133.25	121	14246	-1.1	36.19	2.23	14209.81	13266.71	943.1
01/06/2011	Jun-11	Hypermarkets	Stark Ind	Omega	12	Standard	Omega 12 Pack Standard	Budget	922	55875	90.79	141.95	60.6	55733.05	52034.81	3698.24	444	27158	10.63	68.99	0.52	27089.01	25291.85	1797.16
01/06/2011	Jun-11	Hypermarkets	Tyrell Corp	Kappa	8	Standard	Kappa 8 Pack Standard	Regular	801	63835	97.25	162.18	79.69	63672.82	59447.92	4224.9	-158	-10468	0.92	-26.59	2.21	-10441.41	-9748.18	-693.23
01/06/2011	Jun-11	Hypermarkets	Tyrell Corp	Kappa	12	Standard	Kappa 12 Pack Standard	Regular	2368	162272	98.41	412.27	68.53	161859.73	151119.71	10740.02	606	36264	0.13	92.13	-2.98	36171.87	33771.64	2400.23
01/06/2011	Jun-11	Hypermarkets	Tyrell Corp	Kappa	18	Standard	Kappa 18 Pack Standard	Regular	2390	157021	89.22	398.93	65.7	156622.07	146229.42	10392.65	-829	-39811	-4.25	-101.15	4.55	-39709.85	-37075.04	-2634.81
01/06/2011	Jun-11	Hypermarkets	Wayne Ent	Pi	12	Giftset	Pi 12 Pack Giftset	Regular	949	70266	62.92	178.52	74.04	70087.48	65436.74	4650.74	50	1657	3.06	4.21	-2.28	1652.79	1543.3	109.49
01/06/2011	Jun-11	Supermarkets	Aperture	Delta	12	Standard	Delta 12 Pack Standard	Budget	2903	144974	33.6	368.32	49.94	144605.68	135010.01	9595.67	-2021	-80510	7.52	-204.54	4.15	-80305.46	-74976.51	-5328.95
01/06/2011	Jun-11	Supermarkets	Aperture	Eta	12	Standard	Eta 12 Pack Standard	Budget	725	31972	6.44	81.23	44.1	31890.77	29774.25	2116.52	-18	-761	1.27	-1.93	0.04	-759.07	-709.07	-50
01/06/2011	Jun-11	Supermarkets	Aperture	Omicron	8	Standard	Omicron 8 Pack Standard	Regular	1364	123597	38.62	314.01	90.61	123282.99	115102.4	8180.59	-1320	-78657	2.34	-199.84	15.25	-78457.16	-73251.05	-5206.11
01/06/2011	Jun-11	Supermarkets	Aperture	Omicron	12	Deluxe	Omicron 12 Pack Deluxe	Regular	829	69776	23.02	177.27	84.17	69598.73	64980.24	4618.49	356	25962	6.6	65.96	-8.46	25896.04	24177.68	1718.36
01/06/2011	Jun-11	Supermarkets	Aperture	Omicron	12	Giftset	Omicron 12 Pack Giftset	Regular	2990	261499	48.7	664.36	87.46	260834.64	243526.28	17308.36	675	50885	11.55	129.27	-3.52	50755.73	47387.59	3368.14
01/06/2011	Jun-11	Supermarkets	Aperture	Omicron	12	Standard	Omicron 12 Pack Standard	Regular	10175	720104	57.43	1829.5	70.77	718274.5	670612.37	47662.13	3648	222766	13.43	565.96	-5.43	222200.04	207455.89	14744.15
01/06/2011	Jun-11	Supermarkets	Aperture	Omicron	18	Standard	Omicron 18 Pack Standard	Regular	8119	518956	51.79	1318.46	63.92	517637.54	483289.28	34348.26	1763	102188	11.98	259.62	-1.65	101928.38	95165.18	6763.2
01/06/2011	Jun-11	Supermarkets	Aperture	Sigma	12	Giftset	Sigma 12 Pack Giftset	Premium	460	77362	19.44	196.55	168.18	77165.45	72044.68	5120.77	20	2324	2.33	5.91	-2.36	2318.09	2164.1	153.99
01/06/2011	Jun-11	Supermarkets	Aperture	Sigma	12	Standard	Sigma 12 Pack Standard	Premium	574	90491	21.67	229.9	157.65	90261.1	84271.53	5989.57	-8	58	2.93	0.15	2.27	57.85	54.2	3.65
01/06/2011	Jun-11	Supermarkets	Aperture	Tau	12	Standard	Tau 12 Pack Standard	Regular	369	26431	18.63	67.15	71.63	26363.85	24614.07	1749.78	-28	-1957	5.27	-4.97	0.12	-1952.03	-1822.69	-129.34
01/06/2011	Jun-11	Supermarkets	Black Mesa	Epsilon	12	Standard	Epsilon 12 Pack Standard	Budget	535	30209	17.26	76.75	56.47	30132.25	28132.61	1999.64	-23	-1313	2.69	-3.33	-0.02	-1309.67	-1222.57	-87.1
01/06/2011	Jun-11	Supermarkets	Black Mesa	Iota	12	Giftset	Iota 12 Pack Giftset	Regular	541	51886	23.54	131.82	95.91	51754.18	48320.16	3434.02	-5	620	4.6	1.57	2.02	618.43	577.77	40.66
01/06/2011	Jun-11	Supermarkets	Black Mesa	Iota	12	Standard	Iota 12 Pack Standard	Regular	718	64444	26.16	163.73	89.75	64280.27	60014.51	4265.76	148	13797	4.15	35.06	0.9	13761.94	12848.76	913.18
01/06/2011	Jun-11	Supermarkets	Black Mesa	Lambda	8	Standard	Lambda 8 Pack Standard	Budget	487	30998	16.16	78.76	63.65	30919.24	28867.93	2051.31	104	6765	3.85	17.19	0.38	6747.81	6300.6	447.21
01/06/2011	Jun-11	Supermarkets	Black Mesa	Lambda	12	Standard	Lambda 12 Pack Standard	Budget	1757	108014	42.96	274.42	61.48	107739.58	100590.77	7148.81	-239	-11562	7.44	-29.37	1.57	-11532.63	-10766.81	-765.82
01/06/2011	Jun-11	Supermarkets	Black Mesa	Mu	12	Standard	Mu 12 Pack Standard	Premium	514	80776	21.87	205.22	157.15	80570.78	75224.04	5346.74	-32	-5514	2.23	-14.01	-0.89	-5499.99	-5135.59	-364.4
01/06/2011	Jun-11	Supermarkets	Black Mesa	Theta	6	Standard	Theta 6 Pack Standard	Regular	268	27200	13.91	69.1	101.49	27130.9	25330.41	1800.49	11	1337	3.05	3.39	0.86	1333.61	1244.93	88.68
01/06/2011	Jun-11	Supermarkets	Black Mesa	Theta	8	Standard	Theta 8 Pack Standard	Regular	1582	147878	38.42	375.7	93.48	147502.3	137714.98	9787.32	130	12366	5.65	31.41	0.15	12334.59	11516.1	818.49
01/06/2011	Jun-11	Supermarkets	Black Mesa	Theta	12	Deluxe	Theta 12 Pack Deluxe	Regular	286	26198	13.14	66.56	91.6	26131.44	24397.83	1733.61	9	828	1.85	2.11	0.01	825.89	771.65	54.24
01/06/2011	Jun-11	Supermarkets	Black Mesa	Theta	12	Giftset	Theta 12 Pack Giftset	Regular	2179	202718	35.26	515.03	93.03	202202.97	188785.37	13417.6	183	19176	8.18	48.72	1.08	19127.28	17857.51	1269.77
01/06/2011	Jun-11	Supermarkets	Black Mesa	Theta	12	Standard	Theta 12 Pack Standard	Regular	30244	1856719	75.85	4717.19	61.39	1852001.81	1729110.25	122891.56	-1736	-100785	-3.54	-256.05	0.18	-100528.95	-93858.22	-6670.73
01/06/2011	Jun-11	Supermarkets	Black Mesa	Theta	18	Standard	Theta 18 Pack Standard	Regular	14432	904358	52.47	2297.62	62.66	902060.38	842203.48	59856.9	1372	90032	12.27	228.74	0.31	89803.26	83844.63	5958.63
01/06/2011	Jun-11	Supermarkets	LexCorp	Gamma	12	Standard	Gamma 12 Pack Standard	Budget	2119	133268	40.11	338.58	62.89	132929.42	124108.55	8820.87	685	34612	8.27	87.94	-5.91	34524.06	32232.81	2291.25
01/06/2011	Jun-11	Supermarkets	MomCorp	Alpha	12	Standard	Alpha 12 Pack Standard	Regular	662	60455	18.04	153.59	91.32	60301.41	56299.85	4001.56	-961	-75963	-19.4	-192.99	7.27	-75770.01	-70742.76	-5027.25
01/06/2011	Jun-11	Supermarkets	MomCorp	Alpha	18	Standard	Alpha 18 Pack Standard	Regular	377	30238	9.7	76.82	80.21	30161.18	28159.98	2001.2	37	3062	2.36	7.78	0.28	3054.22	2851.36	202.86
01/06/2011	Jun-11	Supermarkets	Rekall	Beta	8	Standard	Beta 8 Pack Standard	Premium	1160	144355	34.1	366.75	124.44	143988.25	134433.37	9554.88	216	26544	7.73	67.44	-0.36	26476.56	24719.68	1756.88
01/06/2011	Jun-11	Supermarkets	Rekall	Beta	12	Deluxe	Beta 12 Pack Deluxe	Premium	118	15175	4.31	38.55	128.6	15136.45	14131.68	1004.77	-69	-8250	-1.98	-20.96	3.33	-8229.04	-7683.55	-545.49
01/06/2011	Jun-11	Supermarkets	Rekall	Beta	12	Giftset	Beta 12 Pack Giftset	Premium	1563	196558	29.17	499.37	125.76	196058.63	183049.11	13009.52	199	24043	5.2	61.08	-0.72	23981.92	22390.76	1591.16
01/06/2011	Jun-11	Supermarkets	Rekall	Beta	12	Standard	Beta 12 Pack Standard	Premium	3867	431606	52.26	1096.54	111.61	430509.46	401942.87	28566.59	384	44232	9.81	112.38	0.39	44119.62	41192.57	2927.05
01/06/2011	Jun-11	Supermarkets	Rekall	Beta	18	Standard	Beta 18 Pack Standard	Premium	2155	226007	38.57	574.19	104.88	225432.81	210474.32	14958.49	-99	-93	5.99	-0.24	4.57	-92.76	-86.61	-6.15
01/06/2011	Jun-11	Supermarkets	Rekall	Beta	60	Standard	Beta 60 Pack Standard	Premium	161	20333	3.72	51.66	126.29	20281.34	18935.36	1345.98	-5	-147	0.56	-0.37	2.92	-146.63	-137.46	-9.17
01/06/2011	Jun-11	Supermarkets	Stark Ind	Omega	12	Standard	Omega 12 Pack Standard	Budget	1082	65513	25.45	166.44	60.55	65346.56	61010.23	4336.33	510	31146	7.89	79.13	0.47	31066.87	29005.4	2061.47
01/06/2011	Jun-11	Supermarkets	Tyrell Corp	Kappa	8	Standard	Kappa 8 Pack Standard	Regular	743	62448	27.62	158.66	84.05	62289.34	58156.06	4133.28	120	8011	4.66	20.36	-3.33	7990.64	7460.6	530.04
01/06/2011	Jun-11	Supermarkets	Tyrell Corp	Kappa	12	Standard	Kappa 12 Pack Standard	Regular	4183	302774	42.34	769.23	72.38	302004.77	281964.7	20040.07	989	62596	8.72	159.04	-2.82	62436.96	58294.07	4142.89
01/06/2011	Jun-11	Supermarkets	Tyrell Corp	Kappa	18	Standard	Kappa 18 Pack Standard	Regular	916	65609	22.15	166.69	71.63	65442.31	61100.18	4342.13	-717	-35601	1.76	-90.45	9.65	-35510.55	-33154.21	-2356.34
01/06/2011	Jun-11	Supermarkets	Wayne Ent	Pi	12	Giftset	Pi 12 Pack Giftset	Regular	146	12055	7.06	30.62	82.57	12024.38	11226.11	798.27	-21	-2563	0.76	-6.52	-4.96	-2556.48	-2387.6	-168.88
01/07/2011	Jul-11	Hypermarkets	Aperture	Delta	12	Standard	Delta 12 Pack Standard	Budget	1972	109814	95.79	278.99	55.69	109535.01	102267.05	7267.96	-386	-13055	-0.38	-33.17	3.58	-13021.83	-12157.57	-864.26
01/07/2011	Jul-11	Hypermarkets	Aperture	Eta	12	Standard	Eta 12 Pack Standard	Budget	797	35103	14.53	89.18	44.04	35013.82	32690.44	2323.38	120	5261	-2.02	13.36	-0.04	5247.64	4899.24	348.4
01/07/2011	Jul-11	Hypermarkets	Aperture	Omicron	8	Standard	Omicron 8 Pack Standard	Regular	910	76920	96.6	195.43	84.53	76724.57	71633.42	5091.15	320	25895	1.83	65.79	-1.95	25829.21	24115.65	1713.56
01/07/2011	Jul-11	Hypermarkets	Aperture	Omicron	12	Deluxe	Omicron 12 Pack Deluxe	Regular	602	52013	90.94	132.14	86.4	51880.86	48438.61	3442.25	-313	-20207	-0.39	-51.34	7.47	-20155.66	-18817.47	-1338.19
01/07/2011	Jul-11	Hypermarkets	Aperture	Omicron	12	Giftset	Omicron 12 Pack Giftset	Regular	2831	246946	98.58	627.39	87.23	246318.61	229973.48	16345.13	-1006	-69619	-1.06	-176.88	4.73	-69442.12	-64834.95	-4607.17
01/07/2011	Jul-11	Hypermarkets	Aperture	Omicron	12	Standard	Omicron 12 Pack Standard	Regular	9075	631066	99.93	1603.29	69.54	629462.71	587694.16	41768.55	478	40650	0.14	103.28	0.86	40546.72	37856.76	2689.96
01/07/2011	Jul-11	Hypermarkets	Aperture	Omicron	18	Standard	Omicron 18 Pack Standard	Regular	8864	570595	99.17	1449.65	64.37	569145.35	531379.22	37766.13	-6232	-345872	0.21	-878.73	3.66	-344993.27	-322100.66	-22892.61
01/07/2011	Jul-11	Hypermarkets	Aperture	Sigma	12	Giftset	Sigma 12 Pack Giftset	Premium	806	132654	95.01	337.02	164.58	132316.98	123536.93	8780.05	-228	-26504	1.41	-67.34	10.66	-26436.66	-24682.8	-1753.86
01/07/2011	Jul-11	Hypermarkets	Aperture	Sigma	12	Standard	Sigma 12 Pack Standard	Premium	713	104015	93.55	264.26	145.88	103750.74	96866.61	6884.13	-11	1904	2.19	4.84	4.84	1899.16	1773.52	125.64
01/07/2011	Jul-11	Hypermarkets	Aperture	Tau	12	Standard	Tau 12 Pack Standard	Regular	1358	90488	96	229.9	66.63	90258.1	84268.73	5989.37	381	25244	1.58	64.14	-0.15	25179.86	23508.84	1671.02
01/07/2011	Jul-11	Hypermarkets	Black Mesa	Epsilon	12	Standard	Epsilon 12 Pack Standard	Budget	1013	53567	78.47	136.09	52.88	53430.91	49885.81	3545.1	-2	-378	-0.7	-0.96	-0.27	-377.04	-351.46	-25.58
01/07/2011	Jul-11	Hypermarkets	Black Mesa	Iota	12	Giftset	Iota 12 Pack Giftset	Regular	990	88124	90.31	223.89	89.01	87900.11	82067.21	5832.9	292	24460	1.86	62.15	-2.2	24397.85	22779.09	1618.76
01/07/2011	Jul-11	Hypermarkets	Black Mesa	Iota	12	Standard	Iota 12 Pack Standard	Regular	1008	84836	92.94	215.54	84.16	84620.46	79005.74	5614.72	10	2095	-1.89	5.33	1.25	2089.67	1951.75	137.92
01/07/2011	Jul-11	Hypermarkets	Black Mesa	Lambda	8	Standard	Lambda 8 Pack Standard	Budget	828	49818	71.07	126.57	60.17	49691.43	46394.09	3297.34	-7	-957	2.38	-2.43	-0.64	-954.57	-891.24	-63.33
01/07/2011	Jul-11	Hypermarkets	Black Mesa	Lambda	12	Standard	Lambda 12 Pack Standard	Budget	3616	200729	98.51	509.97	55.51	200219.03	186933.07	13285.96	750	41784	0.02	106.15	0.05	41677.85	38912.26	2765.59
